명칭,주소,위도,경도,개요,class,tag1,tag2,tag3,tag4,tag5,is_unique,tags,input_text,summary
봉명동 우산거리,대전광역시 유성구 봉명동,36.35844734,127.3452158,"봉명동 우산거리는 대전광역시 유성구 봉명동에 위치한 독특한 거리이다. 이 거리는 아름다운 우산들이 거리를 장식하여 마치 색다른 풍경을 만들어낸다. 다양한 색상의 우산들이 하늘을 수놓은 모습은 관광객들에게 인상적인 사진 촬영 명소로 유명하다. 우산거리는 지역 주민들에게도 사랑받는 공간으로, 산책이나 여유로운 시간을 보내기에 적합하다. 또한, 주변에는 카페와 상점들이 있어 즐거운 쇼핑과 휴식을 동시에 즐길 수 있다. 봉명동 우산거리는 예술적인 분위기와 활기찬 거리 풍경을 느낄 수 있는 특별한 장소이다.",3,#사진맛집,#자연,#산책힐링,#감성 카페거리,#감성스팟,1,#사진맛집 #자연 #산책힐링 #감성 카페거리 #감성스팟,"봉명동 우산거리는 대전광역시 유성구 봉명동에 위치한 독특한 거리이다. 이 거리는 아름다운 우산들이 거리를 장식하여 마치 색다른 풍경을 만들어낸다. 다양한 색상의 우산들이 하늘을 수놓은 모습은 관광객들에게 인상적인 사진 촬영 명소로 유명하다. 우산거리는 지역 주민들에게도 사랑받는 공간으로, 산책이나 여유로운 시간을 보내기에 적합하다. 또한, 주변에는 카페와 상점들이 있어 즐거운 쇼핑과 휴식을 동시에 즐길 수 있다. 봉명동 우산거리는 예술적인 분위기와 활기찬 거리 풍경을 느낄 수 있는 특별한 장소이다. #사진맛집 #자연 #산책힐링 #감성 카페거리 #감성스팟","대전 유성구에 위치한 '봉명동 우산거리'는 다채로운 우산 장식으로 유명한 관광지로, 감성 카페 및 쇼핑이 가능합니다.

 - 특징: 화려한 우산 장식, 사진 촬영 명소, 산책로
 - 주변시설: 카페, 상점 등
 - 분위기: 예술적, 활기참

#사진맛집 #자연 #산책힐링 #카페거리 #감성스팟"
라헨느리조트,제주특별자치도 제주시 명림로 384,33.45228151,126.6152468,"유럽의 휴양지에 온 듯한 고품격 골프텔, Garden in La Reine 허브류 등 다양한 초화류를 식재, 향기로운 기운이 가득한 야생초 화원, 산책로와 이어지는 자리에 주변 자연경관을 한눈에 내려다 볼 수 있는 전망 좋은 쉼터 언덕을 조성하였다.
Party in La Reine 이국적인 야외수영장에서 생맥주 파티등 다양한 이벤트가 연출된다.
Relax in La Reine 필렉스룸 등을 갖춘 호텔급 테라피 시설로 마사지등 다양한 서비스를 제공하며, 레스토랑, 커피숍, 노래방, 오락실 등 다양한 부대편의시설은 편리하게 이용할 수 있다.
Fitness In La Reine  최첨단 운동기구가 설치된 헬스센터에서 건강한 육체를 단련할 수 있다.",3,#자연,#산책힐링,#뷰 맛집,#감성 카페거리,,0,#자연 #산책힐링 #뷰 맛집 #감성 카페거리 ,"유럽의 휴양지에 온 듯한 고품격 골프텔, Garden in La Reine 허브류 등 다양한 초화류를 식재, 향기로운 기운이 가득한 야생초 화원, 산책로와 이어지는 자리에 주변 자연경관을 한눈에 내려다 볼 수 있는 전망 좋은 쉼터 언덕을 조성하였다.
Party in La Reine 이국적인 야외수영장에서 생맥주 파티등 다양한 이벤트가 연출된다.
Relax in La Reine 필렉스룸 등을 갖춘 호텔급 테라피 시설로 마사지등 다양한 서비스를 제공하며, 레스토랑, 커피숍, 노래방, 오락실 등 다양한 부대편의시설은 편리하게 이용할 수 있다.
Fitness In La Reine  최첨단 운동기구가 설치된 헬스센터에서 건강한 육체를 단련할 수 있다. #자연 #산책힐링 #뷰 맛집 #감성 카페거리","- Garden in La Reine: 유럽풍 골프텔에서 허브 및 야생화를 즐길 수 있으며, 전망 좋은 쉼터 언덕도 존재함.

- Party in La Reine: 이국적 야외 수영장에서 맥주 파티 등의 이벤트 진행 가능

- Relax in La Reine: 호텔급 스파 시설 및 편의시설 이용 가능하며, 다양한 서비스 제공됨

- Fitness in La Reine: 헬스장 내 최신식 운동기구 구비되어 있음

태그: #자연 #산책힐링 #뷰맛집 #감성카페거리"
장전계곡,강원특별자치도 평창군 진부면 장전길 2(진부면),37.5009968,128.5645959,"평창과 정선에 걸쳐 날개를 펴고 있는 가리왕산은 해발 1,561m의 고봉이다. 높은 만큼 덩치도 큰 가리왕산은 깊은 골짜기도 여럿 거느리고 있는데, 그중에서 북쪽 기슭으로 흐르는 장전계곡과 남쪽으로 굽이쳐 흐르는 회동계곡이 가장 대표적인 계곡이다. 진부에서 정선으로 내려가다 보면, 갈림길에서 막동리로 꺾어지면 바로 막동계곡으로 이어지고 장전리로 꺾어지면 바로 장전계곡을 찾을 수 있다.<br /><br />진부면 장전리에 있는 장전계곡은 오대천의 지계곡으로 맑은 옥류와 기암괴석이 한데 어우러져 빼어난 자태를 곳곳에 펼쳐놓고 있다. 계곡미에 비해 알려지지 않은 편이어서 호젓한 피서를 겸할 수 있어 더없이 좋다. 이 근방에서 제각기 절경을 자랑하는 오대천의 지계곡들을 일반적으로 숙암계곡이라고 하기도 한다. 숙암계곡 대부분이 알려지지 않은 비경에 속할 만큼 아름다우면서도 조용하다. 아마 오대산이 바로 위에 자리하고 있기 때문일 것이다. 오대천을 따라 펼쳐지는 계곡은 어느 하나 버릴 것이 없어서 기암괴석이 계곡물과 함께 펼치는 한여름의 축제에 꼭 한번 찾는 것도 좋은 추억이 될 듯하다.<br /><br />* 백석봉<br /><br />백석봉은 오대천가에 솟아 있는 암봉이다. 하진부에서 내려가다 보면 왼쪽에 바짝 다가서서 솟아있는 암봉이 보인다. 정상에 올라서 보면 백석봉이야말로 오대천 경관의 진경을 형성하는데 직접적으로 영향을 주는 봉우리임을 알 수 있다.  백석봉 맞은편인 가리왕산 쪽으로만 길이 나 있는 것은 벼랑에서 벼랑으로 이어지므로 백석봉 쪽으로는 길을 낼 수 없기 때문이다. 백석봉으로 들어가려면, 정선 쪽으로 10여 분 거리인 나전가는 길에서 북으로 꺾어 5분여 달리면 나오는 졸드루관광 휴양농원으로 들어가는 다리를 건너면 된다.<br>",3,#자연,#한적한 산책길,#사찰,#레트로,,0,#자연 #한적한 산책길 #사찰 #레트로 ,"평창과 정선에 걸쳐 날개를 펴고 있는 가리왕산은 해발 1,561m의 고봉이다. 높은 만큼 덩치도 큰 가리왕산은 깊은 골짜기도 여럿 거느리고 있는데, 그중에서 북쪽 기슭으로 흐르는 장전계곡과 남쪽으로 굽이쳐 흐르는 회동계곡이 가장 대표적인 계곡이다. 진부에서 정선으로 내려가다 보면, 갈림길에서 막동리로 꺾어지면 바로 막동계곡으로 이어지고 장전리로 꺾어지면 바로 장전계곡을 찾을 수 있다.<br /><br />진부면 장전리에 있는 장전계곡은 오대천의 지계곡으로 맑은 옥류와 기암괴석이 한데 어우러져 빼어난 자태를 곳곳에 펼쳐놓고 있다. 계곡미에 비해 알려지지 않은 편이어서 호젓한 피서를 겸할 수 있어 더없이 좋다. 이 근방에서 제각기 절경을 자랑하는 오대천의 지계곡들을 일반적으로 숙암계곡이라고 하기도 한다. 숙암계곡 대부분이 알려지지 않은 비경에 속할 만큼 아름다우면서도 조용하다. 아마 오대산이 바로 위에 자리하고 있기 때문일 것이다. 오대천을 따라 펼쳐지는 계곡은 어느 하나 버릴 것이 없어서 기암괴석이 계곡물과 함께 펼치는 한여름의 축제에 꼭 한번 찾는 것도 좋은 추억이 될 듯하다.<br /><br />* 백석봉<br /><br />백석봉은 오대천가에 솟아 있는 암봉이다. 하진부에서 내려가다 보면 왼쪽에 바짝 다가서서 솟아있는 암봉이 보인다. 정상에 올라서 보면 백석봉이야말로 오대천 경관의 진경을 형성하는데 직접적으로 영향을 주는 봉우리임을 알 수 있다.  백석봉 맞은편인 가리왕산 쪽으로만 길이 나 있는 것은 벼랑에서 벼랑으로 이어지므로 백석봉 쪽으로는 길을 낼 수 없기 때문이다. 백석봉으로 들어가려면, 정선 쪽으로 10여 분 거리인 나전가는 길에서 북으로 꺾어 5분여 달리면 나오는 졸드루관광 휴양농원으로 들어가는 다리를 건너면 된다.<br> #자연 #한적한 산책길 #사찰 #레트로","장전계곡은 평창군 진부면에 위치한 계곡으로, 오대천의 지류이며 맑은 물과 기암괴석, 울창한 숲 등 아름다운 자연경관을 자랑합니다. 이곳에서는 한적한 산책을 즐길 수 있으며 여름철에는 시원한 물놀이와 캠핑 등을 즐길 수도 있습니다.

- 특징: 깨끗한 물과 기암괴석, 울창한 숲 등의 아름다운 자연경관
- 활동: 산책, 하이킹, 물놀이, 캠핑 등
- 위치: 강원도 평창군 ***
* 주변 관광지: 가리왕산, 백석봉, 정선 레일바이크, 아우라지 등

또한, 장전계곡 근처에는 사찰(월정사)도 있어 사색과 명상을 즐기기에도 좋습니다. 이처럼 장전계곡은 다양한 매력을 지닌 곳으로 많은 사람들에게 사랑받고 있습니다."
화개야생차밭,경상남도 하동군 화개면 정금리 694,35.2140492101,127.6433585787,"경상남도 하동군 화개면은 국내 최초의 차 시배지로 1,200년의 야생차 생산의 역사를 가진 곳이다. 차나무 생육에 적합한 기후 조건으로 화개면에서 생산된 차는 왕에게 바치는 진상품이었다. 지리산 화개동의 깊은 골짜기와 바위들 사이에서 자라는 하동 야생차는 맛과 향이 뛰어날 뿐 아니라 뭉텅뭉텅 구름 모양으로 자라난 차나무들이 이국적인 풍경을 만들어 사진 작가들이 많이 찾는 명소가 되었다. 이곳은 하동군이 선정한 ‘하동 10경(景)’ 중 하나로 ‘정금다원’ 근처에 있는 언덕 위의 정자에서 차밭을 내려다보면 환상적인 풍경을 볼 수 있다. 또한 화개면에서 생산된 야생차는 맛과 향이 뛰어난 것으로 유명하다.",3,#자연,#사진맛집,#역사,,,0,#자연 #사진맛집 #역사  ,"경상남도 하동군 화개면은 국내 최초의 차 시배지로 1,200년의 야생차 생산의 역사를 가진 곳이다. 차나무 생육에 적합한 기후 조건으로 화개면에서 생산된 차는 왕에게 바치는 진상품이었다. 지리산 화개동의 깊은 골짜기와 바위들 사이에서 자라는 하동 야생차는 맛과 향이 뛰어날 뿐 아니라 뭉텅뭉텅 구름 모양으로 자라난 차나무들이 이국적인 풍경을 만들어 사진 작가들이 많이 찾는 명소가 되었다. 이곳은 하동군이 선정한 ‘하동 10경(景)’ 중 하나로 ‘정금다원’ 근처에 있는 언덕 위의 정자에서 차밭을 내려다보면 환상적인 풍경을 볼 수 있다. 또한 화개면에서 생산된 야생차는 맛과 향이 뛰어난 것으로 유명하다. #자연 #사진맛집 #역사","화개면: 국내 최초 차 시배지이자 '하동 10경'중 하나인 장소로, 1200년 동안 이어진 야생차 생산의 역사와 함께 맛과 향이 뛰어난 차를 자랑하며, 독특한 형태의 차나무들과 아름다운 풍경으로 사진작가들에게 인기있는 명소입니다.

#자연 #사진맛집 #역사"
청련사(강화),인천광역시 강화군 강화읍 고비고개로188번길 112(강화읍),37.74580451,126.4485117,"강화군청에서 약 7km 떨어진 고려산(436m) 동쪽 기슭에 있다. 416년(장수왕 4) 인도의 한 승려가 진나라를 거쳐 우리나라로 들어와 절터를 물색하던 중 고려산에 있는 연못에서 다섯 연꽃을 꺾어 공중으로 날렸는데, 그 연꽃이 떨어진 자리마다 사찰을 창건하였다 한다. 그중 푸른색 연꽃이 떨어진 자리에 절을 짓고 청련사라 불렀다. 창건 시기를 조선 시대 초기로 추정하기도 한다. 현재 이 절은 강화에서 유일한 비구니들의 수도처이다. 경내에는 대웅전을 비롯해 산신각, 종각, 요사채 등이 있다. 대웅전에는 강화 청련사 목조아미타여래좌상(보물), 청련사 큰법당 삼장탱(인천광역시 유형문화재), 청련사 큰법당 현왕탱(인천광역시 유형문화재)이 봉안돼 있다. 청련사 위쪽에 위치한 부속 암자인 원통암에는 청련사 원통암 감로왕탱(인천광역시 유형문화재)이 있다.",3,#자연,#사찰,#감성스팟,,,0,#자연 #사찰 #감성스팟  ,"강화군청에서 약 7km 떨어진 고려산(436m) 동쪽 기슭에 있다. 416년(장수왕 4) 인도의 한 승려가 진나라를 거쳐 우리나라로 들어와 절터를 물색하던 중 고려산에 있는 연못에서 다섯 연꽃을 꺾어 공중으로 날렸는데, 그 연꽃이 떨어진 자리마다 사찰을 창건하였다 한다. 그중 푸른색 연꽃이 떨어진 자리에 절을 짓고 청련사라 불렀다. 창건 시기를 조선 시대 초기로 추정하기도 한다. 현재 이 절은 강화에서 유일한 비구니들의 수도처이다. 경내에는 대웅전을 비롯해 산신각, 종각, 요사채 등이 있다. 대웅전에는 강화 청련사 목조아미타여래좌상(보물), 청련사 큰법당 삼장탱(인천광역시 유형문화재), 청련사 큰법당 현왕탱(인천광역시 유형문화재)이 봉안돼 있다. 청련사 위쪽에 위치한 부속 암자인 원통암에는 청련사 원통암 감로왕탱(인천광역시 유형문화재)이 있다. #자연 #사찰 #감성스팟","- **위치**: 강화군청으로부터 약 7km 떨어진 곳에 위치하고 있으며, 고려산의 동쪽 기슯에 자리 잡고 있습니다.

- **역사**: 인도 승려가 연꽃을 날려 떨어진 자리에 지어진 것으로 전해지며, 고려 시대에 창건되었거나 조선 시대 초기에 세워졌을 가능성이 있습니다.

- **특징**: 강화 유일의 비구니 수도처로서, 다양한 문화재를 보유하고 있습니다.

- **주요 건물 및 시설**: 대웅전, 산신각, 종각, 요사채 등의 건물이 경내에 위치합니다.

- **문화재**: 보물로 지정된 목조아미타여래좌상과 인천광역시 유형문화재인 탱화 등 여러 문화재가 존재합니다.

- **부속 암자**: '원통암'이라는 부속 암자가 있으며 이곳에도 인천광역시 유형문화재가 보관되어 있습니다.

태그: 자연, 사찰, 감성스팟"
무무공방,경상북도 고령군 대가야읍 시장4길 6-1,35.72784674,128.267315,"대가야 시장 안에 위치하고 있는 무무공방에서는 ‘대가야 보물 매듭 팔찌 만들기 체험’, ‘티타임 도자기 만들기 체험’ 등 다양한 핸드메이드 공 체험을 배워볼 수 있다. 아기자기한 공간에서 고령에서만 즐길 수 있는 특별한 공방 체험을 즐길 수 있다.",3,#체험가득,#감성스팟,#자연,,,1,#체험가득 #감성스팟 #자연  ,"대가야 시장 안에 위치하고 있는 무무공방에서는 ‘대가야 보물 매듭 팔찌 만들기 체험’, ‘티타임 도자기 만들기 체험’ 등 다양한 핸드메이드 공 체험을 배워볼 수 있다. 아기자기한 공간에서 고령에서만 즐길 수 있는 특별한 공방 체험을 즐길 수 있다. #체험가득 #감성스팟 #자연","대가야시장 내 위치한 무무공방은 대가야보물매듭팔찌, 티타임도자기 등의 핸드메이드 공예품을 만들어 볼 수 있는 곳이다.

- 특징: 감성적이고 자연 친화적인 분위기

- 추천 이유: 고령만의 독특한 문화와 예술을 경험할 수 있으며, 직접 만든 작품을 소장하거나 선물로 주기에도 좋음

태그: #체험가득 #감성스팟 #자연"
서울 경교장,서울특별시 종로구 새문안로 29 (평동),37.56818165,126.968608,"사적으로 지정된 경교장은 해방 후 대한민국 임시정부의 활동 공간이자, 백범 김구 선생이 서거한 역사적 현장이다. 서울시는 경교장을 복원하고 내부를 전시공간으로 조성하여 2013년 3월 2일부터 공개해 서울 시민에게 우리 근현대사를 알리는 소중한 공간으로 활용하고 있다. 경교장 복원공사는 1949년 백범 김구 서거 이후 오랜 기간 대사관 및 병원시설로 사용되면서 변형된 내부 공간을 철거하고 이 과정에서 옛 모습이 잘 남아있는 부분은 최대한 원형을 살렸고 그렇지 않은 부분은 <조선과 건축> (1938년 8월호)에 수록되어 있는 경교장 도면을 근거로 하여 복원하였다. 복원된 경교장은 서울역사박물관의 분관으로 운영되고 있으며, 대한민국 임시정부의 역사를 유물과 영상, 키오스크 등 다양한 콘텐츠를 통해 살펴볼 수 있다. 

(출처 : 서울역사박물관 홈페이지)",3,#역사,#박물관,#감성스팟,,,0,#역사 #박물관 #감성스팟  ,"사적으로 지정된 경교장은 해방 후 대한민국 임시정부의 활동 공간이자, 백범 김구 선생이 서거한 역사적 현장이다. 서울시는 경교장을 복원하고 내부를 전시공간으로 조성하여 2013년 3월 2일부터 공개해 서울 시민에게 우리 근현대사를 알리는 소중한 공간으로 활용하고 있다. 경교장 복원공사는 1949년 백범 김구 서거 이후 오랜 기간 대사관 및 병원시설로 사용되면서 변형된 내부 공간을 철거하고 이 과정에서 옛 모습이 잘 남아있는 부분은 최대한 원형을 살렸고 그렇지 않은 부분은 <조선과 건축> (1938년 8월호)에 수록되어 있는 경교장 도면을 근거로 하여 복원하였다. 복원된 경교장은 서울역사박물관의 분관으로 운영되고 있으며, 대한민국 임시정부의 역사를 유물과 영상, 키오스크 등 다양한 콘텐츠를 통해 살펴볼 수 있다. 

(출처 : 서울역사박물관 홈페이지) #역사 #박물관 #감성스팟","경교장은 사적으로 지정된 곳으로, 대한민국 임시정부 활동 공간이자 백범 김구가 서거한 장소입니다. 현재는 서울역사박물관 분관으로 운영되며, 임시정부 관련 유물과 자료 등을 전시합니다.

* 특징: 대한민국 임시정부 역사 전시, 백범 김구 선생의 서거 현장
* 위치: 서울시 중구
* 운영 시간: 오전 9시 30분 - 오후 5시 30분 (매주 월요일 휴무)
* 입장료: 무료

다양한 콘텐츠와 함께 우리 근현대사를 체험할 수 있는 감성 스팟으로 추천드립니다."
술상 전어마을,경상남도 하동군 진교면 술상길 186-1,34.9885711166,127.9219288564,"하동군 진교면 술상리 마을 앞바다는 남강과 남해 바다가 마주치는 곳이다. 특히 사천만과 강진만은 오염되지 않은 데다가 조수 간만의 차가 커 술상리에서 잡히는 전어는 다른 지역의 전어와 차별화를 이룬다. 이에 전국의 미식가들이 많이 찾게 되자 방방곡곡에 있는 전어 애호가들을 위하여 2003년부터 진교면 술상어촌계가 주최하는 술상 전어 축제를 개최해오고 있다. 
술상 전어 축제 기간에는 전어 잡기, 먹기, 썰기 등 전어와 관련된 행사들과 개막식 및 전야제 행사, 불꽃놀이 등 다양한 행사들이 개최된다. 진교면에서 사는 마을 주민들은 축제 기간 내내 술상항 내에 공동 판매장을 운영한다.",3,#자연,#감성스팟,#산책힐링,,,0,#자연 #감성스팟 #산책힐링  ,"하동군 진교면 술상리 마을 앞바다는 남강과 남해 바다가 마주치는 곳이다. 특히 사천만과 강진만은 오염되지 않은 데다가 조수 간만의 차가 커 술상리에서 잡히는 전어는 다른 지역의 전어와 차별화를 이룬다. 이에 전국의 미식가들이 많이 찾게 되자 방방곡곡에 있는 전어 애호가들을 위하여 2003년부터 진교면 술상어촌계가 주최하는 술상 전어 축제를 개최해오고 있다. 
술상 전어 축제 기간에는 전어 잡기, 먹기, 썰기 등 전어와 관련된 행사들과 개막식 및 전야제 행사, 불꽃놀이 등 다양한 행사들이 개최된다. 진교면에서 사는 마을 주민들은 축제 기간 내내 술상항 내에 공동 판매장을 운영한다. #자연 #감성스팟 #산책힐링","하동군 진교면 술상리는 남강과 남해 바다가 마주치며, 깨끗한 바다로 인해 조수간만 차가 커서 특별한 맛을 자랑하는 전어가 잡힙니다. 이러한 이유로 2003년부터는 '술상 전어 축제'가 열리며, 전어를 주제로 한 체험부터 공연까지 다채로운 이벤트가 펼쳐집니다.

- 특징: 청정지역 하동의 전어축제
- 주요 활동: 전어잡이, 시식, 손질 등의 체험, 개막식 및 전야제, 불꽃놀이
- 부가 정보: 지역주민들의 공동판매장 운영"
수봉정사,대구광역시 달성군 화원읍 인흥3길 16,35.79255788,128.5180494,"수봉정사는 남평 문씨 본리 세거지 중앙 전면에 위치하여 마을로 들어서서 가장 먼저 만나는 건물이다. 대문채와 본채인 수봉정사가 동일축 선상(同一軸線上)에 배치되어 있다. 수봉정사는 정면 6칸, 측면 2칸 규모의 겹처마 팔작지붕으로 일자형 건물이다. 평면은 중앙에 2칸 대청을 중심으로 왼쪽에 2칸, 오른쪽에 1칸의 온돌방을 둔 중당 협실형(中堂挾室形)이다. 수봉정사는 현재 남평 문씨 본리 세거지를 찾는 손님을 맞을 때나 문중과 공사 간의 모임을 갖는 건물로 활용되고 있다.",3,#감성스팟,#자연,#산책힐링,,,0,#감성스팟 #자연 #산책힐링  ,"수봉정사는 남평 문씨 본리 세거지 중앙 전면에 위치하여 마을로 들어서서 가장 먼저 만나는 건물이다. 대문채와 본채인 수봉정사가 동일축 선상(同一軸線上)에 배치되어 있다. 수봉정사는 정면 6칸, 측면 2칸 규모의 겹처마 팔작지붕으로 일자형 건물이다. 평면은 중앙에 2칸 대청을 중심으로 왼쪽에 2칸, 오른쪽에 1칸의 온돌방을 둔 중당 협실형(中堂挾室形)이다. 수봉정사는 현재 남평 문씨 본리 세거지를 찾는 손님을 맞을 때나 문중과 공사 간의 모임을 갖는 건물로 활용되고 있다. #감성스팟 #자연 #산책힐링","남평 문씨 본리 세거지에 위치한 수봉정사는 전통 한옥 건축물로, 중앙 전면부에 자리 잡고 있으며 대청과 온돌방이 조화로운 구조를 이루고 있습니다. 현재는 방문객 맞이 및 문중 모임 공간 등으로 활용됩니다.

 - 감성 스팟: 아름다운 한옥 건축물과 전통적인 분위기로 사진 찍기 좋음
 - 자연: 주변 환경이 잘 보존되어 있어 산책하며 힐링을 즐길 수 있음
 - 산책 힐링: 고즈넉한 분위기 속에서 여유롭게 산책을 즐기며 마음을 안정시킬 수 있는 장소"
우리술과힐링(주식회사우리술과힐링),전라남도 영암군 영암읍 중앙로 51-19,34.80073799,126.69818,"영암의 ‘우리술과힐링’은 술 익는 마을 영암을 배경으로 한 치유 여행 프로그램을 운영하고 있다. 영암의 특산물인 고구마로 만든 빛깔 고운 전통주 ‘보라’를 중심으로, 남도 미식을 함께 즐기는 주안상 체험이 있다. 월출산과 기찬묏길이 어우러진 수려한 자연 속에서, 전통 한옥에 머무르며 편안한 휴식을 경험할 수 있다. 또한 전통주 만들기, 전통주와 어울리는 안주 만들기, 전통주 소믈리에 프로그램 등 다양한 체험을 통해 아름다운 영암에서의 특별한 시간을 보낼 수 있다.",3,#자연,#체험가득,#전통감성,#산책힐링,#한옥감성,1,#자연 #체험가득 #전통감성 #산책힐링 #한옥감성,"영암의 ‘우리술과힐링’은 술 익는 마을 영암을 배경으로 한 치유 여행 프로그램을 운영하고 있다. 영암의 특산물인 고구마로 만든 빛깔 고운 전통주 ‘보라’를 중심으로, 남도 미식을 함께 즐기는 주안상 체험이 있다. 월출산과 기찬묏길이 어우러진 수려한 자연 속에서, 전통 한옥에 머무르며 편안한 휴식을 경험할 수 있다. 또한 전통주 만들기, 전통주와 어울리는 안주 만들기, 전통주 소믈리에 프로그램 등 다양한 체험을 통해 아름다운 영암에서의 특별한 시간을 보낼 수 있다. #자연 #체험가득 #전통감성 #산책힐링 #한옥감성","‘우리술과 힐링’은 영암에서 치유여행을 즐길 수 있는 곳으로, 전통주 '보라'와 함께하는 주안상 체험 및 다양한 전통주 관련 체험 프로그램이 제공됩니다.

1. 위치: 전남 영암군 군서면 왕인로 432

2. 특징:
   - 영암 특산물 고구마로 만든 전통주 '보라'
   - 월출산과 기찬 묏길의 자연 경관 감상 가능
   - 전통 한옥 숙박으로 편안함 휴식 제공
3. 체험 내용: 전통주 만들기, 안주 만들기, 소믈리에 과정 등

4. 키워드: #자연 #체험 가득 #전통 감성 #산책 힐링 #한옥 감성"
봉래사,전라남도 고흥군 봉래면 우주로 3159-32,34.46511348,127.4638433,"봉래사는 외나로도의 항구가 한눈에 들어오는 덕암산의 중턱에 자리 잡고 있으며 조그만 암자라는 단어가 더 어울리는 절이다. 송광사 판암 스님께서 1935년 덕암산 아래에 초가 3칸을 건립, 명이 송수인 스님을 청하여 거주하다 1938년 여름에 법당 4칸을 창건하여 신흥암이라 하였고 1949년 명송 스님께서 송광사로 가시고 남원 실상사의 벽운성범 스님께서 안거하면서 암자명을 봉래사라고 개칭하였다. 그 후 1962년 백은종택 스님께서 법당을 헐어버리고 법당 4칸을 재건하여 1987년 봉래사 연혁을 필사본으로 정리하였다. 대웅전에는 유형문화유산으로 지정된 신중탱화라는 불화가 보관되어 있다. 경내에서는 신금리 나로도항이 한눈에 보이고 나로도항 수협 위판장에서는 계절별로 맛있는 해산물을 싼 가격에 맛볼 수 있다.",3,#자연,#사찰,#감성스팟,,,0,#자연 #사찰 #감성스팟  ,"봉래사는 외나로도의 항구가 한눈에 들어오는 덕암산의 중턱에 자리 잡고 있으며 조그만 암자라는 단어가 더 어울리는 절이다. 송광사 판암 스님께서 1935년 덕암산 아래에 초가 3칸을 건립, 명이 송수인 스님을 청하여 거주하다 1938년 여름에 법당 4칸을 창건하여 신흥암이라 하였고 1949년 명송 스님께서 송광사로 가시고 남원 실상사의 벽운성범 스님께서 안거하면서 암자명을 봉래사라고 개칭하였다. 그 후 1962년 백은종택 스님께서 법당을 헐어버리고 법당 4칸을 재건하여 1987년 봉래사 연혁을 필사본으로 정리하였다. 대웅전에는 유형문화유산으로 지정된 신중탱화라는 불화가 보관되어 있다. 경내에서는 신금리 나로도항이 한눈에 보이고 나로도항 수협 위판장에서는 계절별로 맛있는 해산물을 싼 가격에 맛볼 수 있다. #자연 #사찰 #감성스팟","**봉래사**

* 위치: 외나로도의 덕암산 중턱
* 특징: 작은 암자로 시작하여 여러 차례의 보수와 명칭 변경을 거쳐 현재까지 이어져 옴
* 주요 볼거리 및 즐길 거리: 
   - 대웅전에 있는 유형문화유산 '신중탱화' 관람 가능
   - 경내에서 보이는 나로도항의 전망
   - 나로도항 수협 위판장에서 신선한 해산물 구매 가능

#자연 #사찰 #감성스팟"
요라파목장,경상남도 사천시 곤양면 고동포로 289,35.05853987,128.0132663,"요라파목장은 넓게 펼쳐진 초지에 젖소를 방목하며 키우는 청정 목장이며, 목장에서 직접 짠 신선한 원유를 이용하여 치즈를 만들고, 이러한 자연치즈를 이용하여 피자를 만들어 볼 수 있는 체험장이다. 요라파목장에는 송아지 우유주기, 젖소 사료주기 등 다양한 낙농체험이 가능하고, 직접 생산한 우유로 만든 치즈와 요거트 등을 판매하고 있다. 사천시 농촌교육농장으로 지정된 곳이다.",3,#자연,#체험가득,#감성스팟,,,0,#자연 #체험가득 #감성스팟  ,"요라파목장은 넓게 펼쳐진 초지에 젖소를 방목하며 키우는 청정 목장이며, 목장에서 직접 짠 신선한 원유를 이용하여 치즈를 만들고, 이러한 자연치즈를 이용하여 피자를 만들어 볼 수 있는 체험장이다. 요라파목장에는 송아지 우유주기, 젖소 사료주기 등 다양한 낙농체험이 가능하고, 직접 생산한 우유로 만든 치즈와 요거트 등을 판매하고 있다. 사천시 농촌교육농장으로 지정된 곳이다. #자연 #체험가득 #감성스팟","'요라파목장'은 넓은 초지에서 젖소를 기르는 청정 목장으로,  직접 짠 원유로 치즈 및 피자 만들기 등의 체험을 제공합니다. 또한, 송아지 우유주기와 같은 다양한 낙농 체험도 가능하며, 직접 생산한 유제품을 구매할 수도 있습니다. 이곳은 사천시의 농촌 교육 농장으로 선정되었습니다.

* 태그: #자연 #체험가득 #감성스팟"
